Identifier,Location,Year,Habitat,count,Family,Species,length,a,b,abundance.500m2,biomass.kgha,mass.g,FG.fine,FG.coarse,lat,lon,Management,Island,state
55842,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55843,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55844,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55845,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55846,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55847,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55848,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55849,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55850,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55851,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55852,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55853,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55854,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55855,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55856,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55857,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55858,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55859,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55860,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55861,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55862,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55863,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55864,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55865,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55866,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55867,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55868,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55869,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55870,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55871,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55872,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55873,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55874,Cousin Patch,2014,Patch,3,Siganidae,Siganus sutor,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47310,Cousin Patch,2014,Patch,4,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,76.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47311,Cousin Patch,2014,Patch,4,Acanthuridae,Acanthurus nigrofuscus,12,0.0301,2.967,3.25,3.11,48.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47312,Cousin Patch,2014,Patch,4,Acanthuridae,Acanthurus nigrofuscus,12,0.0301,2.967,3.25,3.11,48.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47673,Cousin Patch,2014,Patch,4,Acanthuridae,Acanthurus triostegus,14,0.1317,2.392,3.25,4.72,73.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47674,Cousin Patch,2014,Patch,4,Acanthuridae,Acanthurus triostegus,11,0.1317,2.392,3.25,2.65,41.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47972,Cousin Patch,2014,Patch,4,Acanthuridae,Ctenochaetus truncatus,14,0.0254,3.027,3.25,4.86,75.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
48564,Cousin Patch,2014,Patch,4,Chaetodontidae,Chaetodon xanthocephalus,14,0.0312,2.953,3.25,4.91,76.0,Mixed-diet Feeder,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
49069,Cousin Patch,2014,Patch,4,Labridae,Gomphosus caeruleus,12,0.0177,3,3.25,1.99,31.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49070,Cousin Patch,2014,Patch,4,Labridae,Gomphosus caeruleus,13,0.0177,3,3.25,2.53,39.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49071,Cousin Patch,2014,Patch,4,Labridae,Gomphosus caeruleus,14,0.0177,3,3.25,3.16,49.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49263,Cousin Patch,2014,Patch,4,Labridae,Halichoeres hortulanus,14,0.0222,3,3.25,3.96,61.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49445,Cousin Patch,2014,Patch,4,Labridae,Halichoeres marginatus,14,0.0215,3,3.25,3.83,59.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49446,Cousin Patch,2014,Patch,4,Labridae,Halichoeres marginatus,13,0.0215,3,3.25,3.07,47.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49559,Cousin Patch,2014,Patch,4,Labridae,Hemigymnus fasciatus,16,0.0289,3,3.25,7.69,118.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49821,Cousin Patch,2014,Patch,4,Labridae,Labroides dimidiatus,10,0.0076,3.105,3.25,0.63,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50032,Cousin Patch,2014,Patch,4,Labridae,Stethojulis albovittata,12,0.0128,3.077,3.25,1.74,27.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50033,Cousin Patch,2014,Patch,4,Labridae,Stethojulis albovittata,11,0.0128,3.077,3.25,1.33,20.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50179,Cousin Patch,2014,Patch,4,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50180,Cousin Patch,2014,Patch,4,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50714,Cousin Patch,2014,Patch,4,Lutjanidae,Lutjanus fulviflamma,23,0.0239,2.906,3.25,14.07,217.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
51945,Cousin Patch,2014,Patch,4,Pomacanthidae,Pomacanthus semicirculatus,24,0.0286,3,3.25,25.68,395.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
52738,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52739,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52740,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52741,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52742,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52743,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52744,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52745,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52746,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52747,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52748,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52749,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52750,Cousin Patch,2014,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53630,Cousin Patch,2014,Patch,4,Scaridae,Calotomus carolinus,32,0.0122,3.167,3.25,46.33,713.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53810,Cousin Patch,2014,Patch,4,Scaridae,Chlorurus sordidus,24,0.0182,3.15,3.25,26.33,405.0,Herbivore Excavator,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54469,Cousin Patch,2014,Patch,4,Scaridae,Scarus caudofasciatus,42,0.0136,3.109,3.25,98.37,1514.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47313,Cousin Patch,2014,Patch,5,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,76.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47314,Cousin Patch,2014,Patch,5,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,76.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47315,Cousin Patch,2014,Patch,5,Acanthuridae,Acanthurus nigrofuscus,13,0.0301,2.967,3.25,3.95,61.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47675,Cousin Patch,2014,Patch,5,Acanthuridae,Acanthurus triostegus,15,0.1317,2.392,3.25,5.56,86.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47973,Cousin Patch,2014,Patch,5,Acanthuridae,Ctenochaetus truncatus,13,0.0254,3.027,3.25,3.89,60.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47974,Cousin Patch,2014,Patch,5,Acanthuridae,Ctenochaetus truncatus,14,0.0254,3.027,3.25,4.86,75.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
48046,Cousin Patch,2014,Patch,5,Acanthuridae,Naso elegans,34,0.0497,2.839,3.25,71.92,1107.0,Herbivore Browser,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
48689,Cousin Patch,2014,Patch,5,Labridae,Anampses meleagrides,11,0.0105,3,3.25,0.91,14.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
48690,Cousin Patch,2014,Patch,5,Labridae,Anampses meleagrides,11,0.0105,3,3.25,0.91,14.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
48791,Cousin Patch,2014,Patch,5,Labridae,Bodianus axillaris,16,0.020698,3.001476,3.25,5.53,85.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49072,Cousin Patch,2014,Patch,5,Labridae,Gomphosus caeruleus,14,0.0177,3,3.25,3.16,49.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49447,Cousin Patch,2014,Patch,5,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49448,Cousin Patch,2014,Patch,5,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49449,Cousin Patch,2014,Patch,5,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49450,Cousin Patch,2014,Patch,5,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49451,Cousin Patch,2014,Patch,5,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49452,Cousin Patch,2014,Patch,5,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49788,Cousin Patch,2014,Patch,5,Labridae,Labroides bicolor,11,0.0076,3.105,3.25,0.85,13.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49789,Cousin Patch,2014,Patch,5,Labridae,Labroides bicolor,14,0.0076,3.105,3.25,1.79,28.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49822,Cousin Patch,2014,Patch,5,Labridae,Labroides dimidiatus,9,0.0076,3.105,3.25,0.45,7.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50181,Cousin Patch,2014,Patch,5,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50182,Cousin Patch,2014,Patch,5,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50183,Cousin Patch,2014,Patch,5,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
50184,Cousin Patch,2014,Patch,5,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
51712,Cousin Patch,2014,Patch,5,Nemipteridae,Scolopsis frenatus,26,0.03744,2.846125,3.25,25.89,399.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
51713,Cousin Patch,2014,Patch,5,Nemipteridae,Scolopsis frenatus,26,0.03744,2.846125,3.25,25.89,399.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
51714,Cousin Patch,2014,Patch,5,Nemipteridae,Scolopsis frenatus,26,0.03744,2.846125,3.25,25.89,399.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
51916,Cousin Patch,2014,Patch,5,Pomacanthidae,Pomacanthus imperator,20,0.0276,3,3.25,14.34,221.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
51946,Cousin Patch,2014,Patch,5,Pomacanthidae,Pomacanthus semicirculatus,21,0.0286,3,3.25,17.21,265.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
52701,Cousin Patch,2014,Patch,5,Pomacentridae,Plectroglyphidodon johnstonianus,8,0.0612,2.635,3.25,0.95,15.0,Mixed-diet Feeder,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
52751,Cousin Patch,2014,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52752,Cousin Patch,2014,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52753,Cousin Patch,2014,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52754,Cousin Patch,2014,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52755,Cousin Patch,2014,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
52756,Cousin Patch,2014,Patch,5,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
53811,Cousin Patch,2014,Patch,5,Scaridae,Chlorurus sordidus,36,0.0182,3.15,3.25,94.42,1454.0,Herbivore Excavator,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54330,Cousin Patch,2014,Patch,5,Scaridae,Chlorurus strongylocephalus,32,0.0273,2.93,3.25,45.59,702.0,Herbivore Excavator,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54625,Cousin Patch,2014,Patch,5,Scaridae,Scarus niger,36,0.0142,3.14,3.25,71.08,1094.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54787,Cousin Patch,2014,Patch,5,Scaridae,Scarus prasiognathos,10,0.0142,3.14,3.25,1.27,20.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54788,Cousin Patch,2014,Patch,5,Scaridae,Scarus prasiognathos,11,0.0142,3.14,3.25,1.72,26.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54997,Cousin Patch,2014,Patch,5,Scaridae,Scarus psittacus,8,0.0222,2.982,3.25,0.71,11.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54998,Cousin Patch,2014,Patch,5,Scaridae,Scarus psittacus,9,0.0222,2.982,3.25,1.01,16.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
54999,Cousin Patch,2014,Patch,5,Scaridae,Scarus psittacus,9,0.0222,2.982,3.25,1.01,16.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55000,Cousin Patch,2014,Patch,5,Scaridae,Scarus psittacus,10,0.0222,2.982,3.25,1.38,21.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55258,Cousin Patch,2014,Patch,5,Scaridae,Scarus rubroviolaceus,42,0.0136,3.109,3.25,98.37,1514.0,Herbivore Scraper,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55388,Cousin Patch,2014,Patch,5,Serranidae,Cephalopholis argus,32,0.0186,2.987,3.25,37.85,583.0,Piscivore,Piscivore,-4.332388,55.666324,Protected,Cousin,Shifted
55543,Cousin Patch,2014,Patch,5,Siganidae,Siganus puelloides,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
55544,Cousin Patch,2014,Patch,5,Siganidae,Siganus puelloides,26,0.0131,3.088,3.25,19.92,307.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47316,Cousin Patch,2014,Patch,6,Acanthuridae,Acanthurus nigrofuscus,12,0.0301,2.967,3.25,3.11,48.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47317,Cousin Patch,2014,Patch,6,Acanthuridae,Acanthurus nigrofuscus,13,0.0301,2.967,3.25,3.95,61.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47318,Cousin Patch,2014,Patch,6,Acanthuridae,Acanthurus nigrofuscus,13,0.0301,2.967,3.25,3.95,61.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
47319,Cousin Patch,2014,Patch,6,Acanthuridae,Acanthurus nigrofuscus,13,0.0301,2.967,3.25,3.95,61.0,Herbivore Grazer,Herbivore,-4.332388,55.666324,Protected,Cousin,Shifted
48691,Cousin Patch,2014,Patch,6,Labridae,Anampses meleagrides,10,0.0105,3,3.25,0.68,10.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
48692,Cousin Patch,2014,Patch,6,Labridae,Anampses meleagrides,11,0.0105,3,3.25,0.91,14.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
48865,Cousin Patch,2014,Patch,6,Labridae,Cheilinus trilobatus,34,0.021,2.972,3.25,48.58,748.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49043,Cousin Patch,2014,Patch,6,Labridae,Epibulus insidiator,17,0.0296,3,3.25,9.45,145.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332388,55.666324,Protected,Cousin,Shifted
49073,Cousin Patch,2014,Patch,6,Labridae,Gomphosus caeruleus,14,0.0177,3,3.25,3.16,49.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49264,Cousin Patch,2014,Patch,6,Labridae,Halichoeres hortulanus,12,0.0222,3,3.25,2.49,38.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49453,Cousin Patch,2014,Patch,6,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49454,Cousin Patch,2014,Patch,6,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
49455,Cousin Patch,2014,Patch,6,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332388,55.666324,Protected,Cousin,Shifted
